organism_name	infraspecific_name	lineage	taxonomy_id	bco_id	schema_version	bioproject	biosample	strain	genome_assembly_id	sample_name	instrument	isolate	collected_by	collection_date	geo_loc_name	isolation_source	lat_lon	culture_collection	host	host_age	host_description	host_disease	host_disease_outcome	host_disease_stage	host_health_state	host_sex	id_method	biosample_score
Enterococcus faecium		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	1352	ARGOS_000010	v1.4	PRJNA231221	SAMN06173345	FDAARGOS_332		FDAARGOS_332		Not Applicable	Children's National Hospital	2/5/2015	USA:DC	stool	Not Applicable	FDA:FDAARGOS_332	Homo sapiens	11D	Missing	Colonization	Missing	Missing	Missing	female	Phenotypic identification	
Enterococcus faecium		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	1352	ARGOS_000010	v1.4	PRJNA231221	SAMN06173344	FDAARGOS_331		FDAARGOS_331		Not Applicable	Children's National Hospital	2/5/2015	USA:DC	stool	Not Applicable	FDA:FDAARGOS_331	Homo sapiens	7M	Missing	Colonization	Missing	Missing	Missing	male	Phenotypic identification	
Providencia rettgeri		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Providencia	587	ARGOS_000010	v1.4	PRJNA231221	SAMN06173343	FDAARGOS_330		FDAARGOS_330		Not Applicable	Children's National Hospital	########	USA:DC	urine	Not Applicable	FDA:FDAARGOS_330	Homo sapiens	10Y	Missing	Urinary tract infection	Missing	Missing	Missing	female	Phenotypic identification	
Oligella urethralis		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Oligella	90245	ARGOS_000010	v1.4	PRJNA231221	SAMN06173342	FDAARGOS_329		FDAARGOS_329		Not Applicable	Children's National Hospital	########	USA:DC	left ear swab	Not Applicable	FDA:FDAARGOS_329	Homo sapiens	14Y	Missing	Chronic otorrhea	Missing	Missing	Missing	male	Phenotypic identification	
Corynebacterium jeikeium		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium	38289	ARGOS_000010	v1.4	PRJNA231221	SAMN06173341	FDAARGOS_328		FDAARGOS_328		Not Applicable	Children's National Hospital	########	USA:DC	left mastoid	Not Applicable	FDA:FDAARGOS_328	Homo sapiens	9Y	Missing	Cholesteatoma	Missing	Missing	Missing	male	Phenotypic identification	
Klebsiella aerogenes		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella	548	ARGOS_000010	v1.4	PRJNA231221	SAMN06173340	FDAARGOS_327		FDAARGOS_327		Not Applicable	Children's National Hospital	########	USA:DC	skin swab	Not Applicable	FDA:FDAARGOS_327	Homo sapiens	17Y	Missing	Colonization	Missing	Missing	Missing	male	Phenotypic identification	
Enterococcus faecium		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	1352	ARGOS_000010	v1.4	PRJNA231221	SAMN06173339	FDAARGOS_326		FDAARGOS_326		Not Applicable	Children's National Hospital	########	USA:DC	jejunal aspirate	Not Applicable	FDA:FDAARGOS_326	Homo sapiens	2Y	Missing	Colonization	Missing	Missing	Missing	female	Phenotypic identification	
Stenotrophomonas maltophilia		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group	40324	ARGOS_000010	v1.4	PRJNA231221	SAMN06173338	FDAARGOS_325		FDAARGOS_325		Not Applicable	Children's National Hospital	########	USA:DC	eye	Not Applicable	FDA:FDAARGOS_325	Homo sapiens	3M	Missing	Drainage	Missing	Missing	Missing	female	Phenotypic identification	
Enterococcus faecalis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	1351	ARGOS_000010	v1.4	PRJNA231221	SAMN06173337	FDAARGOS_324		FDAARGOS_324		Not Applicable	Children's National Hospital	########	USA:DC	eye	Not Applicable	FDA:FDAARGOS_324	Homo sapiens	3M	Missing	Drainage	Missing	Missing	Missing	male	Phenotypic identification	
Enterococcus faecium		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	1352	ARGOS_000010	v1.4	PRJNA231221	SAMN06173336	FDAARGOS_323		FDAARGOS_323		Not Applicable	Children's National Hospital	########	USA:DC	blood	Not Applicable	FDA:FDAARGOS_323	Homo sapiens	2Y	Missing	Bacteremia	Missing	Missing	Missing	male	Phenotypic identification	
Enterococcus faecalis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	1351	ARGOS_000010	v1.4	PRJNA231221	SAMN06173335	FDAARGOS_322		FDAARGOS_322		Not Applicable	Children's National Hospital	########	USA:DC	urine	Not Applicable	FDA:FDAARGOS_322	Homo sapiens	25Y	Missing	Contaminant	Missing	Missing	Missing	female	Phenotypic identification	
Streptobacillus moniliformis		cellular organisms; Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Streptobacillus	34105	ARGOS_000010	v1.4	PRJNA231221	SAMN06173323	FDAARGOS_310		FDAARGOS_310		Not Applicable	ATCC < CH Pierce-Chase < L Dienes 9901	1925-03	France	blood culture from a patient in France	Not Applicable	ATCC:14647D-5	Homo sapiens	Missing	Muscular pain, fever, nervous symptoms, lymphangitis, rash	Rat-bite fever/bite wound	Recovered		Missing	male	Culture and phenotypic identification	
Psychrobacter cryohalolentis		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Psychrobacter	330922	ARGOS_000010	v1.4	PRJNA231221	SAMN06173321	FDAARGOS_308		FDAARGOS_308		Not Applicable	ATCC < C Bakermans	2001-06	Russia: Kolyma, Lowlands, Siberia	permafrost	Not Applicable	ATCC:BAA-1226D-5	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Culture	
Mycobacterium avium subsp. paratuberculosis		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium avium complex (MAC); Mycobacterium avium	1770	ARGOS_000010	v1.4	PRJNA231221	SAMN06173318	FDAARGOS_305		FDAARGOS_305		Not Applicable	ATCC < J Bannantine	1990-07	USA: WI	feces	Not Applicable	ATCC:BAA-968D-5	dairy herd	Not Applicable	Severe gastroenteritis	Johne's disease	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Culture	
Escherichia coli		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	ARGOS_000010	v1.4	PRJNA231221	SAMN06173306	FDAARGOS_293		FDAARGOS_293		Not Applicable	George Washington University	########	USA:DC	clinical isolate	Not Applicable	FDA:FDAARGOS_293	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Phenotypic identification	
Escherichia coli		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	ARGOS_000010	v1.4	PRJNA231221	SAMN06173305	FDAARGOS_292		FDAARGOS_292		Not Applicable	George Washington University	########	USA:DC	stool	Not Applicable	FDA:FDAARGOS_292	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Phenotypic identification	
Providencia stuartii		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Providencia	588	ARGOS_000010	v1.4	PRJNA231221	SAMN06173304	FDAARGOS_291		FDAARGOS_291		Not Applicable	George Washington University	3/1/2014	USA:DC	urine	Not Applicable	FDA:FDAARGOS_291	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	male	Phenotypic identification	
Citrobacter braakii		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter; Citrobacter freundii complex	57706	ARGOS_000010	v1.4	PRJNA231221	SAMN06173303	FDAARGOS_290		FDAARGOS_290		Not Applicable	George Washington University	########	USA:DC	blood	Not Applicable	FDA:FDAARGOS_290	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Phenotypic identification	
Brevundimonas vesicularis		cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas	41276	ARGOS_000010	v1.4	PRJNA231221	SAMN06173302	FDAARGOS_289		FDAARGOS_289		Not Applicable	George Washington University	4/2/2014	USA:DC	blood	Not Applicable	FDA:FDAARGOS_289	Homo sapiens	78Y	Missing	Missing	Missing	Missing	Missing	male	Phenotypic identification	
Staphylococcus pettenkoferi		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	170573	ARGOS_000010	v1.4	PRJNA231221	SAMN06173301	FDAARGOS_288		FDAARGOS_288		Not Applicable	Geroge Washington University	########	USA:DC	blood	Not Applicable	FDA:FDAARGOS_288	Homo sapiens	81Y	Missing	Missing	Missing	Missing	Missing	female	Phenotypic identification	
Citrobacter koseri		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter	545	ARGOS_000010	v1.4	PRJNA231221	SAMN06173300	FDAARGOS_287		FDAARGOS_287		Not Applicable	Children's National Hospital	########	USA:DC	clean catch urine	Not Applicable	FDA:FDAARGOS_287	Homo sapiens	17Y	Missing	Urinary tract infection	Missing	Missing	Missing	female	Phenotypic identification	
Enterobacter hormaechei		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	158836	ARGOS_000010	v1.4	PRJNA231221	SAMN06173299	FDAARGOS_286		FDAARGOS_286		Not Applicable	Children's National Hospital	########	USA:DC	peripheral blood	Not Applicable	FDA:FDAARGOS_286	Homo sapiens	12Y	Missing	Bacteremia	Missing	Missing	Missing	female	Phenotypic identification	
Proteus mirabilis		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus	584	ARGOS_000010	v1.4	PRJNA231221	SAMN06173297	FDAARGOS_284		FDAARGOS_284		Not Applicable	Children's National Hospital	########	USA:DC	clinical isolate	Not Applicable	FDA:FDAARGOS_284	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	female	Phenotypic identification	
Raoultella planticola		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Raoultella	575	ARGOS_000010	v1.4	PRJNA231221	SAMN06173296	FDAARGOS_283		FDAARGOS_283		Not Applicable	Children's National Hospital	########	USA:DC	endotracheal aspirate	Not Applicable	FDA:FDAARGOS_283	Homo sapiens	11M	Missing	Colonization	Missing	Missing	Missing	female	Phenotypic identification	
Zaire ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186538	ARGOS_000010	v1.4	PRJNA231221	SAMN05364094	FDAARGOS_282		FDAARGOS_282		Ebola virus/H.sapiens-tc/COD/1995/Kikwit-9510621	University of Texas Medical Branch (UTMB)	5/4/1995	Zaire: Kikwit	blood	Not Applicable	FDA:FDAARGOS_282	Homo sapiens	65Y	Missing	Ebola Virus Disease (EVD)	Patient died of infection	Missing	Missing	female	real-time PCR, EM, deep sequencing	
Zaire ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186538	ARGOS_000010	v1.4	PRJNA231221	SAMN05364093	FDAARGOS_281		FDAARGOS_281		Ebola virus/H.sapiens-wt/GIN/2014/Makona-C15	Public Health Agency Canada (PHAC)	########	Guinea: Gueckedou	blood	Not Applicable	FDA:FDAARGOS_281	Homo sapiens	28Y	Missing	Ebola Virus Disease (EVD)	Patient survived	Missing	Missing	female	RT-PCR (L, NP, 5' UTR/GP genes)	
Zaire ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186538	ARGOS_000010	v1.4	PRJNA231221	SAMN05364092	FDAARGOS_280		FDAARGOS_280		Ebola virus/H.sapiens-wt/GIN/2014/Makona-C07	Public Health Agency Canada (PHAC)	########	Guinea: Gueckedou	blood	Not Applicable	FDA:FDAARGOS_280	Homo sapiens	47Y	Missing	Ebola Virus Disease (EVD)	Patient died of infection	Missing	Missing	female	RT-PCR (L, NP, 5' UTR/GP genes)	
Zaire ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186538	ARGOS_000010	v1.4	PRJNA231221	SAMN05364091	FDAARGOS_279		FDAARGOS_279		Ebola virus/H.sapiens-wt/GIN/2014/Makona-C05	Public Health Agency Canada (PHAC)	########	Guinea: Gueckedou	blood	Not Applicable	FDA:FDAARGOS_279	Homo sapiens	16Y	Missing	Ebola Virus Disease (EVD)	Patient survived	Missing	Missing	female	RT-PCR (L, NP, 5' UTR/GP genes)	
Zaire ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186538	ARGOS_000010	v1.4	PRJNA231221	SAMN05364090	FDAARGOS_278		FDAARGOS_278		Ebola virus/H.sapiens-wt/GIN/2014/Makona-C15	Public Health Agency Canada (PHAC)	########	Guinea: Gueckedou	blood	Not Applicable	FDA:FDAARGOS_278	Homo sapiens	28Y	Missing	Ebola Virus Disease (EVD)	Patient survived	Missing	Missing	female	RT-PCR (L, NP, 5' UTR/GP genes)	
Zaire ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186538	ARGOS_000010	v1.4	PRJNA231221	SAMN05364089	FDAARGOS_277		FDAARGOS_277		Ebola virus/H.sapiens-wt/GIN/2014/Makona-C07	Public Health Agency Canada (PHAC)	########	Guinea: Gueckedou	blood	Not Applicable	FDA:FDAARGOS_277	Homo sapiens	47Y	Missing	Ebola Virus Disease (EVD)	Patient died of infection	Missing	Missing	female	RT-PCR (L, NP, 5' UTR/GP genes)	
Zaire ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186538	ARGOS_000010	v1.4	PRJNA231221	SAMN05364088	FDAARGOS_276		FDAARGOS_276		Ebola virus/H.sapiens-wt/GIN/2014/Makona-C05	Public Health Agency Canada (PHAC)	########	Guinea: Gueckedou	blood	Not Applicable	FDA:FDAARGOS_276	Homo sapiens	16Y	Missing	Ebola Virus Disease (EVD)	Patient survived	Missing	Missing	female	RT-PCR (L, NP, 5' UTR/GP genes)	
Burkholderia cenocepacia		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex	95486	ARGOS_000010	v1.4	PRJNA231221	SAMN05004742	FDAARGOS_187		FDAARGOS_187		Not Applicable	Children's National Hospital	4/9/2013	USA:DC	sputum	Not Applicable	FDA:FDAARGOS_187	Homo sapiens	20Y	Missing	Cystic fibrosis	Missing	Missing	Missing	female	Phenotypic identification	
Pluralibacter gergoviae		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Pluralibacter	61647	ARGOS_000010	v1.4	PRJNA231221	SAMEA5852025																					
Pluralibacter gergoviae		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Pluralibacter	61647	ARGOS_000010	v1.4	PRJNA231221	SAMN05004741	FDAARGOS_186		FDAARGOS_186		Not Applicable	Children's National Hospital	########	USA:DC	stool	Not Applicable	FDA:FDAARGOS_186	Homo sapiens	24M	Missing	Colonization	Missing	Missing	Missing	male	Phenotypic identification	
Pasteurella multocida		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Pasteurella	747	ARGOS_000010	v1.4	PRJNA231221	SAMN04875587	FDAARGOS_261		FDAARGOS_261		Not Applicable	George Washington University	########	USA:DC	blood	Not Applicable	FDA:FDAARGOS_261	Homo sapiens	51Y	Missing	Infection with Pasteurella multocida	Missing	Missing	Missing	female	Phenotypic identification	
Neisseria mucosa		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria	488	ARGOS_000010	v1.4	PRJNA231221	SAMN04875586	FDAARGOS_260		FDAARGOS_260		Not Applicable	George Washington University	########	USA:DC	blood	Not Applicable	FDA:FDAARGOS_260	Homo sapiens	42Y	Missing	Infection with Neisseria sicca	Missing	Missing	Missing	male	Phenotypic identification	
Streptococcus salivarius		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	1304	ARGOS_000010	v1.4	PRJNA231221	SAMN04875585	FDAARGOS_259		FDAARGOS_259		Not Applicable	George Washington University	9/7/2014	USA:DC	blood	Not Applicable	FDA:FDAARGOS_259	Homo sapiens	85Y	Missing	Infection with Streptocoocus salivarius	Missing	Missing	Missing	male	Phenotypic identification	
Streptococcus mutans		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	1309	ARGOS_000010	v1.4	PRJNA231221	SAMN04875584	FDAARGOS_258		FDAARGOS_258		Not Applicable	George Washington University	########	USA:DC	blood	Not Applicable	FDA:FDAARGOS_258	Homo sapiens	20Y	Missing	Infection with Streptococcus mutans	Missing	Missing	Missing	female	Phenotypic identification	
Streptococcus gordonii		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	1302	ARGOS_000010	v1.4	PRJNA231221	SAMN04875583	FDAARGOS_257		FDAARGOS_257		Not Applicable	George Washington University	########	USA:DC	blood	Not Applicable	FDA:FDAARGOS_257	Homo sapiens	Missing	Missing	Infection with Streptococcus gordonii	Missing	Missing	Missing	female	Phenotypic identification	
Streptococcus sp. FDAARGOS_256		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; unclassified Streptococcus	1975706	ARGOS_000010	v1.4	PRJNA231221	SAMN04875582	FDAARGOS_256		FDAARGOS_256		Not Applicable	George Washington University	########	USA:DC	blood	Not Applicable	FDA:FDAARGOS_256	Homo sapiens	2D	Missing	Infection with Streptococcus mitis	Missing	Missing	Missing	Missing	Phenotypic identification	
Achromobacter xylosoxidans		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Achromobacter	85698	ARGOS_000010	v1.4	PRJNA231221	SAMN04875581	FDAARGOS_255		FDAARGOS_255		Not Applicable	George Washington University	########	USA:DC	blood	Not Applicable	FDA:FDAARGOS_255	Homo sapiens	58Y	Missing	Infection with Alcaligenes xylosoxidans	Missing	Missing	Missing	male	Phenotypic identification	
Streptococcus agalactiae		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	1311	ARGOS_000010	v1.4	PRJNA231221	SAMN04875580	FDAARGOS_254		FDAARGOS_254		Not Applicable	George Washington University	########	USA:DC	blood	Not Applicable	FDA:FDAARGOS_254	Homo sapiens	63Y	Missing	Infection with Streptococcus agalactiae	Missing	Missing	Missing	male	Phenotypic identification	
Citrobacter braakii		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter; Citrobacter freundii complex	57706	ARGOS_000010	v1.4	PRJNA231221	SAMN04875579	FDAARGOS_253		FDAARGOS_253		Not Applicable	George Washington University	########	USA:DC	blood	Not Applicable	FDA:FDAARGOS_253	Homo sapiens	59Y	Missing	Infection with Citrobacter braakii	Missing	Missing	Missing	male	Phenotypic identification	
Paracoccus yeei		cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Paracoccus	147645	ARGOS_000010	v1.4	PRJNA231221	SAMN04875578	FDAARGOS_252		FDAARGOS_252		Not Applicable	George Washington University	########	USA:DC	Urine suprapubic aspirate	Not Applicable	FDA:FDAARGOS_252	Homo sapiens	15Y	Missing	Abdominal pain	Missing	Missing	Missing	female	Phenotypic identification	
Streptococcus equinus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	1335	ARGOS_000010	v1.4	PRJNA231221	SAMN04875577	FDAARGOS_251		FDAARGOS_251		Not Applicable	George Washington University	########	USA:DC	blood	Not Applicable	FDA:FDAARGOS_251	Homo sapiens	45Y	Missing	Infection with Streptococcus equinus	Missing	Missing	Missing	male	Phenotypic identification	
