organism_name	infraspecific_name	lineage	taxonomy_id	bco_id	schema_version	bioproject	biosample	strain	sra_run_id	genome_assembly_id	sample_name	instrument	isolate	collected_by	collection_date	geo_loc_name	isolation_source	lat_lon	culture_collection	host	host_age	host_description	host_disease	host_disease_outcome	host_disease_stage	host_health_state	host_sex	id_method
Psychrobacter sanguinis	Not applicable	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Psychrobacter	861445	ARGOS_000091	v1.6	PRJNA231221	SAMN22091665	FDAARGOS_1568	SRR17118621	GCF_020731205.1	Pathogen: clinical or host-associated sample from Psychrobacter sanguinis	Illumina NovaSeq 6000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	DSMZ Isolate	Not applicable	DSM:23637	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Rothia mucilaginosa		Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Rothia	43675	ARGOS_000091	v1.6	PRJNA231221	SAMN07312413	FDAARGOS_369	SRR5866644	GCF_002386365.1	Pathogen: clinical or host-associated sample from Rothia mucilaginosa	PacBio RS	Not Applicable	George Washington University	9/30/14	USA:DC	blood	Not Applicable	FDA:FDAARGOS_369	Homo sapiens	28Y	Missing	Missing	Missing	Missing	Missing	female	Phenotypic characterization
Rothia mucilaginosa		Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Rothia	43675	ARGOS_000091	v1.6	PRJNA231221	SAMN07312413	FDAARGOS_369	SRR5866643	GCF_002386365.1	Pathogen: clinical or host-associated sample from Rothia mucilaginosa	Illumina HiSeq 4000	Not Applicable	George Washington University	9/30/14	USA:DC	blood	Not Applicable	FDA:FDAARGOS_369	Homo sapiens	28Y	Missing	Missing	Missing	Missing	Missing	female	Phenotypic characterization
Psychrobacter sanguinis		Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Psychrobacter	861445	ARGOS_000091	v1.6	PRJNA231221	SAMN23242893	FDAARGOS_1624	SRR17126310	GCF_021228335.1	Pathogen: clinical or host-associated sample from Psychrobacter sanguinis	Sequel II		missing	Unknown	Germany: Braunschweig	missing	Not applicable	Not applicable	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Psychrobacter sanguinis		Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Psychrobacter	861445	ARGOS_000091	v1.6	PRJNA231221	SAMN23242893	FDAARGOS_1624	SRR17126309	GCF_021228335.1	Pathogen: clinical or host-associated sample from Psychrobacter sanguinis	Illumina NovaSeq 6000		missing	Unknown	Germany: Braunschweig	missing	Not applicable	Not applicable	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Rothia dentocariosa	Not applicable	Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Rothia	2047	ARGOS_000091	v1.6	PRJNA231221	SAMN11056467	FDAARGOS_752	SRR9624766	GCF_013267735.1	Pathogen: clinical or host-associated sample from Rothia dentocariosa	PacBio RS	Not applicable	BEI Resources/American Type and Culture Collection (ATCC)	Unknown	USA:VA	expectorated sputum	Not applicable	FDA:FDAARGOS_752	Homo sapiens	32Y	Not applicable	Cystic fibrosis	Unknown	Unknown	Unknown	male	Phenotypic and Molecular Methods
Rothia dentocariosa	Not applicable	Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Rothia	2047	ARGOS_000091	v1.6	PRJNA231221	SAMN11056467	FDAARGOS_752	SRR9624767	GCF_013267735.1	Pathogen: clinical or host-associated sample from Rothia dentocariosa	Illumina HiSeq 4000	Not applicable	BEI Resources/American Type and Culture Collection (ATCC)	Unknown	USA:VA	expectorated sputum	Not applicable	FDA:FDAARGOS_752	Homo sapiens	32Y	Not applicable	Cystic fibrosis	Unknown	Unknown	Unknown	male	Phenotypic and Molecular Methods
Rothia kristinae	Not applicable	Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Rothia	37923	ARGOS_000091	v1.6	PRJNA231221	SAMN16357170	FDAARGOS_1001	SRR12827743	GCF_016128175.1	Pathogen: clinical or host-associated sample from Rothia kristinae	Illumina HiSeq 4000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:20321	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Rothia kristinae	Not applicable	Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Rothia	37923	ARGOS_000091	v1.6	PRJNA231221	SAMN16357170	FDAARGOS_1001	SRR12827742	GCF_016128175.1	Pathogen: clinical or host-associated sample from Rothia kristinae	PacBio RS	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:20321	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Rothia aeria	Not applicable	Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Rothia	172042	ARGOS_000091	v1.6	PRJNA231221	SAMN16357306	FDAARGOS_1137	SRR12937956	GCF_016726365.1	Pathogen: clinical or host-associated sample from Rothia aeria	Sequel	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:14556	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Rothia aeria	Not applicable	Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Rothia	172042	ARGOS_000091	v1.6	PRJNA231221	SAMN16357306	FDAARGOS_1137	SRR12937957	GCF_016726365.1	Pathogen: clinical or host-associated sample from Rothia aeria	Illumina HiSeq 4000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:14556	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Psychrobacter sp. FDAARGOS_221		Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Psychrobacter	1975705	ARGOS_000091	v1.6	PRJNA231221	SAMN04875558	FDAARGOS_221	SRR4272620	GCF_002313155.2	Pathogen: environmental/food/other sample from Psychrobacter sp. FDAARGOS_221	Illumina HiSeq 2000	Not Applicable	USAMRIID	6/28/05	USA:MD	brain tissue	Not Applicable	FDA:FDAARGOS_221	Wildlife	Not Applicable	Not Applicable	Not Applicable	Missing	Not Applicable	Not Applicable	Not Applicable	Phenotypic identification
Psychrobacter sp. FDAARGOS_221		Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Psychrobacter	1975705	ARGOS_000091	v1.6	PRJNA231221	SAMN04875558	FDAARGOS_221	SRR4272619	GCF_002313155.2	Pathogen: environmental/food/other sample from Psychrobacter sp. FDAARGOS_221	PacBio RS	Not Applicable	USAMRIID	6/28/05	USA:MD	brain tissue	Not Applicable	FDA:FDAARGOS_221	Wildlife	Not Applicable	Not Applicable	Not Applicable	Missing	Not Applicable	Not Applicable	Not Applicable	Phenotypic identification
Rothia kristinae	Not applicable	Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Rothia	37923	ARGOS_000091	v1.6	PRJNA231221	SAMN13450394	FDAARGOS_864	SRR12047206	GCF_016028855.1	Pathogen: clinical or host-associated sample from Rothia kristinae	PacBio RS	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:20032	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Rothia kristinae	Not applicable	Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Rothia	37923	ARGOS_000091	v1.6	PRJNA231221	SAMN13450394	FDAARGOS_864	SRR12047205	GCF_016028855.1	Pathogen: clinical or host-associated sample from Rothia kristinae	Illumina HiSeq 4000	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:20032	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Psychrobacter sanguinis	Not applicable	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Psychrobacter	861445	ARGOS_000091	v1.6	PRJNA231221	SAMN22365127	FDAARGOS_1598	SRR17118595	GCF_020736705.1	Pathogen: clinical or host-associated sample from Psychrobacter sanguinis	Sequel	Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:23635	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Psychrobacter sanguinis	Not applicable	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Psychrobacter	861445	ARGOS_000091	v1.6	PRJNA231221	SAMN22365127	FDAARGOS_1598	SRR17118594	GCF_020736705.1	Pathogen: clinical or host-associated sample from Psychrobacter sanguinis	Illumina NovaSeq 6000	Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:23635	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Salmonella enterica	Not applicable	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000091	v1.6	PRJNA231221	SAMN13450408	FDAARGOS_878	SRR12047330	GCF_016028495.1	Pathogen: clinical or host-associated sample from Salmonella enterica	Illumina HiSeq 4000	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:17058	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Salmonella enterica	Not applicable	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000091	v1.6	PRJNA231221	SAMN13450408	FDAARGOS_878	SRR12047329	GCF_016028495.1	Pathogen: clinical or host-associated sample from Salmonella enterica	PacBio RS	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:17058	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Salmonella enterica		Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000091	v1.6	PRJNA231221	SAMN11056432	FDAARGOS_717	SRR9172266	GCF_013364495.1	Pathogen: clinical or host-associated sample from Salmonella enterica	Illumina HiSeq 4000		University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_717	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Salmonella enterica		Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000091	v1.6	PRJNA231221	SAMN11056432	FDAARGOS_717	SRR9172267	GCF_013364495.1	Pathogen: clinical or host-associated sample from Salmonella enterica	PacBio RS		University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_717	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Salmonella enterica subsp. enterica serovar Typhimurium		Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	90371	ARGOS_000091	v1.6	PRJNA231221	SAMN06173333	FDAARGOS_320	SRR5409211	GCF_002983965.1	Pathogen: clinical or host-associated sample from Salmonella enterica subsp. enterica serovar Typhimurium	Illumina HiSeq 2500	Not Applicable	FDA CVM < CDC	7/4/05	Missing	stool	Not Applicable	FDA:FDAARGOS_320	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Phenotypic identification
Salmonella enterica subsp. enterica serovar Typhimurium		Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	90371	ARGOS_000091	v1.6	PRJNA231221	SAMN06173333	FDAARGOS_320	SRR5409210	GCF_002983965.1	Pathogen: clinical or host-associated sample from Salmonella enterica subsp. enterica serovar Typhimurium	PacBio RS	Not Applicable	FDA CVM < CDC	7/4/05	Missing	stool	Not Applicable	FDA:FDAARGOS_320	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Phenotypic identification
Salmonella enterica		Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000091	v1.6	PRJNA231221	SAMN11056401	FDAARGOS_686	SRR9163265	GCF_012273275.1	Pathogen: clinical or host-associated sample from Salmonella enterica	PacBio RS		University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_686	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Salmonella enterica		Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000091	v1.6	PRJNA231221	SAMN11056401	FDAARGOS_686	SRR9163266	GCF_012273275.1	Pathogen: clinical or host-associated sample from Salmonella enterica	Illumina HiSeq 4000		University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_686	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Salmonella enterica	Not applicable	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000091	v1.6	PRJNA231221	SAMN13450409	FDAARGOS_879	SRR12047332	GCF_016117835.1	Pathogen: clinical or host-associated sample from Salmonella enterica	Illumina HiSeq 4000	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:14846	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Salmonella enterica	Not applicable	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000091	v1.6	PRJNA231221	SAMN13450409	FDAARGOS_879	SRR12047331	GCF_016117835.1	Pathogen: clinical or host-associated sample from Salmonella enterica	PacBio RS	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:14846	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Salmonella enterica	Not applicable	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000091	v1.6	PRJNA231221	SAMN11056425	FDAARGOS_710	SRR9172096	GCF_009729895.1	Pathogen: clinical or host-associated sample from Salmonella enterica	PacBio RS	Not applicable	University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_710	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Salmonella enterica	Not applicable	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000091	v1.6	PRJNA231221	SAMN11056425	FDAARGOS_710	SRR9172097	GCF_009729895.1	Pathogen: clinical or host-associated sample from Salmonella enterica	Illumina HiSeq 4000	Not applicable	University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_710	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Salmonella enterica	Not applicable	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000091	v1.6	PRJNA231221	SAMN11056425	FDAARGOS_710	SRR9172095	GCF_009729895.1	Pathogen: clinical or host-associated sample from Salmonella enterica	PacBio RS	Not applicable	University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_710	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Salmonella enterica	Not applicable	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000091	v1.6	PRJNA231221	SAMN16357235	FDAARGOS_1066	SRR12826193	GCF_016127835.1	Pathogen: clinical or host-associated sample from Salmonella enterica	PacBio RS	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:17420	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Salmonella enterica	Not applicable	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000091	v1.6	PRJNA231221	SAMN16357235	FDAARGOS_1066	SRR12826194	GCF_016127835.1	Pathogen: clinical or host-associated sample from Salmonella enterica	Illumina HiSeq 4000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:17420	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Salmonella enterica subsp. enterica serovar Paratyphi A		Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	54388	ARGOS_000091	v1.6	PRJNA231221	SAMN07312412	FDAARGOS_368	SRR5866641	GCF_002386165.1	Pathogen: clinical or host-associated sample from Salmonella enterica subsp. enterica serovar Paratyphi A	PacBio RS	Not Applicable	George Washington University	8/1/14	USA:DC	blood	Not Applicable	FDA:FDAARGOS_368	Homo sapiens	31Y	Missing	Missing	Missing	Missing	Missing	male	Phenotypic characterization
Salmonella enterica subsp. enterica serovar Paratyphi A		Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	54388	ARGOS_000091	v1.6	PRJNA231221	SAMN07312412	FDAARGOS_368	SRR5866640	GCF_002386165.1	Pathogen: clinical or host-associated sample from Salmonella enterica subsp. enterica serovar Paratyphi A	Illumina HiSeq 4000	Not Applicable	George Washington University	8/1/14	USA:DC	blood	Not Applicable	FDA:FDAARGOS_368	Homo sapiens	31Y	Missing	Missing	Missing	Missing	Missing	male	Phenotypic characterization
Salmonella enterica subsp. enterica serovar Paratyphi A		Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	54388	ARGOS_000091	v1.6	PRJNA231221	SAMN07312412	FDAARGOS_368	SRR5866642	GCF_002386165.1	Pathogen: clinical or host-associated sample from Salmonella enterica subsp. enterica serovar Paratyphi A	PacBio RS	Not Applicable	George Washington University	8/1/14	USA:DC	blood	Not Applicable	FDA:FDAARGOS_368	Homo sapiens	31Y	Missing	Missing	Missing	Missing	Missing	male	Phenotypic characterization
Salmonella enterica	Not applicable	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000091	v1.6	PRJNA231221	SAMN16357413	FDAARGOS_1271	SRR13183047	GCF_016889645.1	Pathogen: clinical or host-associated sample from Salmonella enterica	Illumina HiSeq 4000	Not applicable	ATCC	Unknown	USA:VA	missing	Not applicable	ATCC:BAA-1735D-5	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Salmonella enterica	Not applicable	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000091	v1.6	PRJNA231221	SAMN16357413	FDAARGOS_1271	SRR13183044	GCF_016889645.1	Pathogen: clinical or host-associated sample from Salmonella enterica	Sequel	Not applicable	ATCC	Unknown	USA:VA	missing	Not applicable	ATCC:BAA-1735D-5	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Salmonella enterica	Not applicable	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000091	v1.6	PRJNA231221	SAMN16357413	FDAARGOS_1271	SRR13183046	GCF_016889645.1	Pathogen: clinical or host-associated sample from Salmonella enterica	Sequel	Not applicable	ATCC	Unknown	USA:VA	missing	Not applicable	ATCC:BAA-1735D-5	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
